benchmark,title,group,code,family,BU,schedule,original_range,step,ak_annual_salary,market_target_annual_salary,percentile,nearest_range,range_change
300,Park Ranger 2,Biological Sciences,PH0412,PH04 ‐ Parks,SS,600,18,O,100131,94877.0,65,17,-1
301,Park Superintendent,Biological Sciences,PH0420,PH04 ‐ Parks,SS,200,20,A,83470,86782.0,65,21,1
301,Park Superintendent,Biological Sciences,PH0420,PH04 ‐ Parks,SS,200,20,E,95326,104898.0,65,21,1
301,Park Superintendent,Biological Sciences,PH0420,PH04 ‐ Parks,SS,200,20,O,115502,126697.0,65,21,1
302,Museum Protection & Visitor Services Assistant,Biological Sciences,PH0451,PH04 ‐ Parks,GP,200,11,A,41925,49210.0,65,14,3
302,Museum Protection & Visitor Services Assistant,Biological Sciences,PH0451,PH04 ‐ Parks,GP,200,11,F,48750,56209.0,65,13,2
302,Museum Protection & Visitor Services Assistant,Biological Sciences,PH0451,PH04 ‐ Parks,GP,200,11,O,61679,63209.0,65,11,0
303,Criminal Justice Technician 1,"Legal, Judicial, and Related",PI0101,PI01 ‐ Legal Support and Related,GP,100,12,A,44850,51517.0,65,14,2
303,Criminal Justice Technician 1,"Legal, Judicial, and Related",PI0101,PI01 ‐ Legal Support and Related,GP,100,12,F,52650,64483.0,65,15,3
303,Criminal Justice Technician 1,"Legal, Judicial, and Related",PI0101,PI01 ‐ Legal Support and Related,GP,100,12,O,66671,78560.0,65,14,2
304,Criminal Justice Planner,"Legal, Judicial, and Related",PI0105,PI01 ‐ Legal Support and Related,GP,100,21,A,82544,88174.0,65,22,1
304,Criminal Justice Planner,"Legal, Judicial, and Related",PI0105,PI01 ‐ Legal Support and Related,GP,100,21,F,97734,113976.0,65,23,2
304,Criminal Justice Planner,"Legal, Judicial, and Related",PI0105,PI01 ‐ Legal Support and Related,GP,100,21,O,123357,139778.0,65,23,2
305,Law Office Manager,"Legal, Judicial, and Related",PI0146,PI01 ‐ Legal Support and Related,SS,200,16,A,63461,66535.0,65,17,1
305,Law Office Manager,"Legal, Judicial, and Related",PI0146,PI01 ‐ Legal Support and Related,SS,200,16,E,72925,82186.0,65,18,2
305,Law Office Manager,"Legal, Judicial, and Related",PI0146,PI01 ‐ Legal Support and Related,SS,200,16,O,88338,99296.0,65,18,2
306,Public Safety Technician 2,"Legal, Judicial, and Related",PI0152,PI01 ‐ Legal Support and Related,GP,100,11,A,42296,39614.0,65,10,-1
306,Public Safety Technician 2,"Legal, Judicial, and Related",PI0152,PI01 ‐ Legal Support and Related,GP,100,11,F,49238,49618.0,65,11,0
306,Public Safety Technician 2,"Legal, Judicial, and Related",PI0152,PI01 ‐ Legal Support and Related,GP,100,11,O,62225,59927.0,65,10,-1
307,Law Office Assistant 2,"Legal, Judicial, and Related",PI01A2,PI01 ‐ Legal Support and Related,GP,200,13,A,47307,52930.0,65,15,2
307,Law Office Assistant 2,"Legal, Judicial, and Related",PI01A2,PI01 ‐ Legal Support and Related,GP,200,13,F,55985,62942.0,65,15,2
307,Law Office Assistant 2,"Legal, Judicial, and Related",PI01A2,PI01 ‐ Legal Support and Related,GP,200,13,O,70844,73096.0,65,13,0
308,Paralegal 2,"Legal, Judicial, and Related",PI01B2,PI01 ‐ Legal Support and Related,GP,200,16,A,57974,65832.0,65,18,2
308,Paralegal 2,"Legal, Judicial, and Related",PI01B2,PI01 ‐ Legal Support and Related,GP,200,16,F,69147,77958.0,65,18,2
308,Paralegal 2,"Legal, Judicial, and Related",PI01B2,PI01 ‐ Legal Support and Related,GP,200,16,O,87399,93072.0,65,17,1
309,Paralegal Specialist 1,"Legal, Judicial, and Related",PI01C1,PI01 ‐ Legal Support and Related,XE,N00,19,A,73398,68383.0,65,18,-1
309,Paralegal Specialist 1,"Legal, Judicial, and Related",PI01C1,PI01 ‐ Legal Support and Related,XE,N00,19,F,86834,83959.0,65,18,-1
309,Paralegal Specialist 1,"Legal, Judicial, and Related",PI01C1,PI01 ‐ Legal Support and Related,XE,N00,19,O,105183,99536.0,65,18,-1
310,Attorney 4,"Legal, Judicial, and Related",PI0214,PI02 ‐ Attorneys,XE,A00,24,A,117624,131560.0,65,26,2
310,Attorney 4,"Legal, Judicial, and Related",PI0214,PI02 ‐ Attorneys,XE,A00,24,F,139542,161452.0,65,27,3
310,Attorney 4,"Legal, Judicial, and Related",PI0214,PI02 ‐ Attorneys,XE,A00,24,O,169065,186317.0,65,26,2
311,Administrative Law Judge 1,"Legal, Judicial, and Related",PI0302,PI03 ‐ Judges and Adjudicators,XE,A00,24,A,117624,,65,,
311,Administrative Law Judge 1,"Legal, Judicial, and Related",PI0302,PI03 ‐ Judges and Adjudicators,XE,A00,24,F,139542,,65,,
311,Administrative Law Judge 1,"Legal, Judicial, and Related",PI0302,PI03 ‐ Judges and Adjudicators,XE,A00,24,O,169065,,65,,
312,Hearing Examiner 1,"Legal, Judicial, and Related",PI0311,PI03 ‐ Judges and Adjudicators,XE,A00,24,A,117624,118219.0,65,24,0
312,Hearing Examiner 1,"Legal, Judicial, and Related",PI0311,PI03 ‐ Judges and Adjudicators,XE,A00,24,F,139542,136338.0,65,24,0
312,Hearing Examiner 1,"Legal, Judicial, and Related",PI0311,PI03 ‐ Judges and Adjudicators,XE,A00,24,O,169065,154457.0,65,23,-1
313,Hearing Officer,"Legal, Judicial, and Related",PI0321,PI03 ‐ Judges and Adjudicators,XE,N00,21,A,83753,91339.0,65,22,1
313,Hearing Officer,"Legal, Judicial, and Related",PI0321,PI03 ‐ Judges and Adjudicators,XE,N00,21,F,99080,105424.0,65,22,1
313,Hearing Officer,"Legal, Judicial, and Related",PI0321,PI03 ‐ Judges and Adjudicators,XE,N00,21,O,120042,119509.0,65,21,0
314,Workers' Compensation Hearing Officer 2,"Legal, Judicial, and Related",PI0352,PI03 ‐ Judges and Adjudicators,GP,200,22,A,87341,,65,,
314,Workers' Compensation Hearing Officer 2,"Legal, Judicial, and Related",PI0352,PI03 ‐ Judges and Adjudicators,GP,200,22,F,103740,,65,,
314,Workers' Compensation Hearing Officer 2,"Legal, Judicial, and Related",PI0352,PI03 ‐ Judges and Adjudicators,GP,200,22,O,130943,,65,,
315,Chief of Workers' Compensation Adjudication,"Legal, Judicial, and Related",PI0355,PI03 ‐ Judges and Adjudicators,XE,A00,25,A,125892,141470.0,65,28,3
315,Chief of Workers' Compensation Adjudication,"Legal, Judicial, and Related",PI0355,PI03 ‐ Judges and Adjudicators,XE,A00,25,F,149955,160397.0,65,27,2
315,Chief of Workers' Compensation Adjudication,"Legal, Judicial, and Related",PI0355,PI03 ‐ Judges and Adjudicators,XE,A00,25,O,181662,179353.0,65,25,0
316,Forensic Science Laboratory Administrator 1,"Legal, Judicial, and Related",PI0405,PI04 ‐ Evidence Investigation,SS,100,22,A,95326,74533.0,65,18,-4
316,Forensic Science Laboratory Administrator 1,"Legal, Judicial, and Related",PI0405,PI04 ‐ Evidence Investigation,SS,100,22,E,108867,94341.0,65,20,-2
316,Forensic Science Laboratory Administrator 1,"Legal, Judicial, and Related",PI0405,PI04 ‐ Evidence Investigation,SS,100,22,O,131893,114150.0,65,20,-2
317,Forensic Scientist 3 ‐ Chemistry,"Legal, Judicial, and Related",PI0413,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,73163.0,65,19,-3
317,Forensic Scientist 3 ‐ Chemistry,"Legal, Judicial, and Related",PI0413,PI04 ‐ Evidence Investigation,GP,100,22,F,104637,85745.0,65,19,-3
317,Forensic Scientist 3 ‐ Chemistry,"Legal, Judicial, and Related",PI0413,PI04 ‐ Evidence Investigation,GP,100,22,O,132113,98328.0,65,18,-4
318,Fingerprint Technician 2,"Legal, Judicial, and Related",PI0421,PI04 ‐ Evidence Investigation,GP,100,16,A,58481,58032.0,65,16,0
318,Fingerprint Technician 2,"Legal, Judicial, and Related",PI0421,PI04 ‐ Evidence Investigation,GP,100,16,F,69849,70210.0,65,16,0
318,Fingerprint Technician 2,"Legal, Judicial, and Related",PI0421,PI04 ‐ Evidence Investigation,GP,100,16,O,88199,81415.0,65,15,-1
319,Investigator 2,"Legal, Judicial, and Related",PI0432,PI04 ‐ Evidence Investigation,GP,200,16,A,57974,68557.0,65,18,2
319,Investigator 2,"Legal, Judicial, and Related",PI0432,PI04 ‐ Evidence Investigation,GP,200,16,F,69147,83911.0,65,19,3
319,Investigator 2,"Legal, Judicial, and Related",PI0432,PI04 ‐ Evidence Investigation,GP,200,16,O,87399,99765.0,65,18,2
320,Special Investigator 1,"Legal, Judicial, and Related",PI0436,PI04 ‐ Evidence Investigation,GP,200,19,A,71526,72276.0,65,19,0
320,Special Investigator 1,"Legal, Judicial, and Related",PI0436,PI04 ‐ Evidence Investigation,GP,200,19,F,84767,84230.0,65,19,0
320,Special Investigator 1,"Legal, Judicial, and Related",PI0436,PI04 ‐ Evidence Investigation,GP,200,19,O,106763,96183.0,65,17,-2
321,Forensic Scientist 3 ‐ Physical,"Legal, Judicial, and Related",PI0442,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,84823.0,65,21,-1
321,Forensic Scientist 3 ‐ Physical,"Legal, Judicial, and Related",PI0442,PI04 ‐ Evidence Investigation,GP,100,22,F,104637,94887.0,65,21,-1
321,Forensic Scientist 3 ‐ Physical,"Legal, Judicial, and Related",PI0442,PI04 ‐ Evidence Investigation,GP,100,22,O,132113,106421.0,65,19,-3
322,Forensic Scientist 3 ‐ DNA,"Legal, Judicial, and Related",PI0453,PI04 ‐ Evidence Investigation,GP,100,22,A,88121,84823.0,65,21,-1
322,Forensic Scientist 3 ‐ DNA,"Legal, Judicial, and Related",PI0453,PI04 ‐ Evidence Investigation,GP,100,22,F,104637,94887.0,65,21,-1
322,Forensic Scientist 3 ‐ DNA,"Legal, Judicial, and Related",PI0453,PI04 ‐ Evidence Investigation,GP,100,22,O,132113,106421.0,65,19,-3
323,Forensic Technician 2,"Legal, Judicial, and Related",PI0460,PI04 ‐ Evidence Investigation,GP,100,15,A,54483,62133.0,65,17,2
323,Forensic Technician 2,"Legal, Judicial, and Related",PI0460,PI04 ‐ Evidence Investigation,GP,100,15,F,65072,70885.0,65,16,1
323,Forensic Technician 2,"Legal, Judicial, and Related",PI0460,PI04 ‐ Evidence Investigation,GP,100,15,O,82329,80693.0,65,15,0
324,Medicolegal Investigator 2,"Legal, Judicial, and Related",PI0464,PI04 ‐ Evidence Investigation,GP,200,16,A,57974,65300.0,65,18,2
324,Medicolegal Investigator 2,"Legal, Judicial, and Related",PI0464,PI04 ‐ Evidence Investigation,GP,200,16,F,69147,75946.0,65,17,1
324,Medicolegal Investigator 2,"Legal, Judicial, and Related",PI0464,PI04 ‐ Evidence Investigation,GP,200,16,O,87399,86592.0,65,16,0
325,Criminal Intelligence Analyst 2,"Legal, Judicial, and Related",PI0472,PI04 ‐ Evidence Investigation,GP,100,17,A,62654,68407.0,65,18,1
325,Criminal Intelligence Analyst 2,"Legal, Judicial, and Related",PI0472,PI04 ‐ Evidence Investigation,GP,100,17,F,74685,82117.0,65,18,1
325,Criminal Intelligence Analyst 2,"Legal, Judicial, and Related",PI0472,PI04 ‐ Evidence Investigation,GP,100,17,O,94244,104916.0,65,19,2
326,Recorder Supervisor,"Legal, Judicial, and Related",PI0505,PI05 ‐ Legal Document Processing,SS,200,16,A,63461,69137.0,65,17,1
326,Recorder Supervisor,"Legal, Judicial, and Related",PI0505,PI05 ‐ Legal Document Processing,SS,200,16,E,72925,82989.0,65,18,2
326,Recorder Supervisor,"Legal, Judicial, and Related",PI0505,PI05 ‐ Legal Document Processing,SS,200,16,O,88338,93830.0,65,17,1
327,Recorder Manager,"Legal, Judicial, and Related",PI0517,PI05 ‐ Legal Document Processing,SS,200,18,A,72925,88237.0,65,21,3
327,Recorder Manager,"Legal, Judicial, and Related",PI0517,PI05 ‐ Legal Document Processing,SS,200,18,E,83470,101779.0,65,21,3
327,Recorder Manager,"Legal, Judicial, and Related",PI0517,PI05 ‐ Legal Document Processing,SS,200,18,O,101130,125269.0,65,21,3
328,Motor Vehicle Customer Service Representative 1,"Legal, Judicial, and Related",PI0531,PI05 ‐ Legal Document Processing,GP,200,10,A,39410,41354.0,65,11,1
328,Motor Vehicle Customer Service Representative 1,"Legal, Judicial, and Related",PI0531,PI05 ‐ Legal Document Processing,GP,200,10,F,45786,50507.0,65,12,2
328,Motor Vehicle Customer Service Representative 1,"Legal, Judicial, and Related",PI0531,PI05 ‐ Legal Document Processing,GP,200,10,O,57798,59886.0,65,11,1
329,Motor Vehicle Office Manager 1,"Legal, Judicial, and Related",PI0541,PI05 ‐ Legal Document Processing,SS,200,15,A,59093,63405.0,65,16,1
329,Motor Vehicle Office Manager 1,"Legal, Judicial, and Related",PI0541,PI05 ‐ Legal Document Processing,SS,200,15,E,67995,76746.0,65,17,2
329,Motor Vehicle Office Manager 1,"Legal, Judicial, and Related",PI0541,PI05 ‐ Legal Document Processing,SS,200,15,O,82389,92728.0,65,17,2
330,DMV Program Manager,"Legal, Judicial, and Related",PI0555,PI05 ‐ Legal Document Processing,SS,200,21,A,89232,75179.0,65,18,-3
330,DMV Program Manager,"Legal, Judicial, and Related",PI0555,PI05 ‐ Legal Document Processing,SS,200,21,E,101795,95124.0,65,20,-1
330,DMV Program Manager,"Legal, Judicial, and Related",PI0555,PI05 ‐ Legal Document Processing,SS,200,21,O,123344,115069.0,65,20,-1
331,Recorder 1,"Legal, Judicial, and Related",PI05A1,PI05 ‐ Legal Document Processing,GP,200,12,A,44402,55885.0,65,15,3
331,Recorder 1,"Legal, Judicial, and Related",PI05A1,PI05 ‐ Legal Document Processing,GP,200,12,F,52182,64509.0,65,15,3
331,Recorder 1,"Legal, Judicial, and Related",PI05A1,PI05 ‐ Legal Document Processing,GP,200,12,O,66008,71938.0,65,13,1
332,State Trooper,"Police, Fire Fighters, and Corrections",PJ0103,PJ01 ‐ Law Enforcement,AA,100,77,A,91603,80662.0,65,,
332,State Trooper,"Police, Fire Fighters, and Corrections",PJ0103,PJ01 ‐ Law Enforcement,AA,100,77,F,110094,101226.0,65,,
332,State Trooper,"Police, Fire Fighters, and Corrections",PJ0103,PJ01 ‐ Law Enforcement,AA,100,77,O,137322,120907.0,65,,
333,"Sergeant, Department of Public Safety","Police, Fire Fighters, and Corrections",PJ0105,PJ01 ‐ Law Enforcement,AA,100,79,A,106122,101519.0,65,,
333,"Sergeant, Department of Public Safety","Police, Fire Fighters, and Corrections",PJ0105,PJ01 ‐ Law Enforcement,AA,100,79,F,127566,123413.0,65,,
333,"Sergeant, Department of Public Safety","Police, Fire Fighters, and Corrections",PJ0105,PJ01 ‐ Law Enforcement,AA,100,79,O,159141,143003.0,65,,
334,Lieutenant ‐ Department of Public Safety,"Police, Fire Fighters, and Corrections",PJ0106,PJ01 ‐ Law Enforcement,SS,C00,24,A,126485,109271.0,65,23,-1
334,Lieutenant ‐ Department of Public Safety,"Police, Fire Fighters, and Corrections",PJ0106,PJ01 ‐ Law Enforcement,SS,C00,24,E,144747,125910.0,65,23,-1
334,Lieutenant ‐ Department of Public Safety,"Police, Fire Fighters, and Corrections",PJ0106,PJ01 ‐ Law Enforcement,SS,C00,24,O,175365,133943.0,65,23,-1
335,Court Services Officer,"Police, Fire Fighters, and Corrections",PJ0121,PJ01 ‐ Law Enforcement,AA,500,74,A,69659,70359.0,65,,
335,Court Services Officer,"Police, Fire Fighters, and Corrections",PJ0121,PJ01 ‐ Law Enforcement,AA,500,74,F,83741,83976.0,65,,
335,Court Services Officer,"Police, Fire Fighters, and Corrections",PJ0121,PJ01 ‐ Law Enforcement,AA,500,74,O,104478,97276.0,65,,
336,Airport Police & Fire Officer 2,"Police, Fire Fighters, and Corrections",PJ0222,PJ02 ‐ Fire Fighting and Inspection,AP,100,77,A,89378,78266.0,65,,
336,Airport Police & Fire Officer 2,"Police, Fire Fighters, and Corrections",PJ0222,PJ02 ‐ Fire Fighting and Inspection,AP,100,77,F,107432,92525.0,65,,
336,Airport Police & Fire Officer 2,"Police, Fire Fighters, and Corrections",PJ0222,PJ02 ‐ Fire Fighting and Inspection,AP,100,77,O,133994,106783.0,65,,
337,Airport Police & Fire Officer 4,"Police, Fire Fighters, and Corrections",PJ0224,PJ02 ‐ Fire Fighting and Inspection,AP,100,79,A,103542,,65,,
337,Airport Police & Fire Officer 4,"Police, Fire Fighters, and Corrections",PJ0224,PJ02 ‐ Fire Fighting and Inspection,AP,100,79,F,124488,,65,,
337,Airport Police & Fire Officer 4,"Police, Fire Fighters, and Corrections",PJ0224,PJ02 ‐ Fire Fighting and Inspection,AP,100,79,O,155272,,65,,
338,Fire Training Specialist,"Police, Fire Fighters, and Corrections",PJ0231,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,A,72189,83802.0,65,21,2
338,Fire Training Specialist,"Police, Fire Fighters, and Corrections",PJ0231,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,F,85586,96286.0,65,21,2
338,Fire Training Specialist,"Police, Fire Fighters, and Corrections",PJ0231,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,O,107718,108769.0,65,19,0
339,Deputy Fire Marshal 3,"Police, Fire Fighters, and Corrections",PJ0241,PJ02 ‐ Fire Fighting and Inspection,SS,100,23,A,101795,110879.0,65,24,1
339,Deputy Fire Marshal 3,"Police, Fire Fighters, and Corrections",PJ0241,PJ02 ‐ Fire Fighting and Inspection,SS,100,23,E,116688,131643.0,65,25,2
339,Deputy Fire Marshal 3,"Police, Fire Fighters, and Corrections",PJ0241,PJ02 ‐ Fire Fighting and Inspection,SS,100,23,O,141357,152406.0,65,24,1
340,Building Plans Examiner 1,"Police, Fire Fighters, and Corrections",PJ0250,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,A,72189,70608.0,65,19,0
340,Building Plans Examiner 1,"Police, Fire Fighters, and Corrections",PJ0250,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,F,85586,85516.0,65,19,0
340,Building Plans Examiner 1,"Police, Fire Fighters, and Corrections",PJ0250,PJ02 ‐ Fire Fighting and Inspection,GP,100,19,O,107718,100423.0,65,18,-1
341,Deputy Fire Marshal 2,"Police, Fire Fighters, and Corrections",PJ02A2,PJ02 ‐ Fire Fighting and Inspection,AA,500,77,A,86882,98124.0,65,,
341,Deputy Fire Marshal 2,"Police, Fire Fighters, and Corrections",PJ02A2,PJ02 ‐ Fire Fighting and Inspection,AA,500,77,F,104478,113519.0,65,,
341,Deputy Fire Marshal 2,"Police, Fire Fighters, and Corrections",PJ02A2,PJ02 ‐ Fire Fighting and Inspection,AA,500,77,O,130270,128914.0,65,,
342,Correctional Officer 2,"Police, Fire Fighters, and Corrections",PJ0312,PJ03 ‐ Corrections,GC,100,13,A,65411,68229.0,65,,
342,Correctional Officer 2,"Police, Fire Fighters, and Corrections",PJ0312,PJ03 ‐ Corrections,GC,100,13,F,77619,83153.0,65,,
342,Correctional Officer 2,"Police, Fire Fighters, and Corrections",PJ0312,PJ03 ‐ Corrections,GC,100,13,O,96773,96327.0,65,,
343,Correctional Officer 4,"Police, Fire Fighters, and Corrections",PJ0316,PJ03 ‐ Corrections,GC,100,15,A,74933,69035.0,65,,
343,Correctional Officer 4,"Police, Fire Fighters, and Corrections",PJ0316,PJ03 ‐ Corrections,GC,100,15,F,89435,79791.0,65,,
343,Correctional Officer 4,"Police, Fire Fighters, and Corrections",PJ0316,PJ03 ‐ Corrections,GC,100,15,O,111537,89293.0,65,,
344,Correctional Supervisor,"Police, Fire Fighters, and Corrections",PJ0317,PJ03 ‐ Corrections,SS,L00,18,A,73632,78792.0,65,,
344,Correctional Supervisor,"Police, Fire Fighters, and Corrections",PJ0317,PJ03 ‐ Corrections,SS,L00,18,E,84282,95603.0,65,,
344,Correctional Supervisor,"Police, Fire Fighters, and Corrections",PJ0317,PJ03 ‐ Corrections,SS,L00,18,O,102128,113155.0,65,,
345,Correctional Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0324,PJ03 ‐ Corrections,SS,L00,19,A,78749,99104.0,65,,
345,Correctional Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0324,PJ03 ‐ Corrections,SS,L00,19,E,90106,118576.0,65,,
345,Correctional Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0324,PJ03 ‐ Corrections,SS,L00,19,O,109158,142851.0,65,,
347,Juvenile Justice Unit Supervisor,"Police, Fire Fighters, and Corrections",PJ0345,PJ03 ‐ Corrections,SS,100,18,A,72925,71494.0,65,18,0
347,Juvenile Justice Unit Supervisor,"Police, Fire Fighters, and Corrections",PJ0345,PJ03 ‐ Corrections,SS,100,18,E,83470,91158.0,65,19,1
347,Juvenile Justice Unit Supervisor,"Police, Fire Fighters, and Corrections",PJ0345,PJ03 ‐ Corrections,SS,100,18,O,101130,116100.0,65,20,2
348,Juvenile Justice Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0351,PJ03 ‐ Corrections,SS,100,20,A,83470,79534.0,65,19,-1
348,Juvenile Justice Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0351,PJ03 ‐ Corrections,SS,100,20,E,95326,90780.0,65,19,-1
348,Juvenile Justice Superintendent 1,"Police, Fire Fighters, and Corrections",PJ0351,PJ03 ‐ Corrections,SS,100,20,O,115502,102026.0,65,18,-2
346,Juvenile Justice Counselor 2,"Police, Fire Fighters, and Corrections",PJ03A2,PJ03 ‐ Corrections,GZ,100,14,A,54309,57226.0,65,,
346,Juvenile Justice Counselor 2,"Police, Fire Fighters, and Corrections",PJ03A2,PJ03 ‐ Corrections,GZ,100,14,F,64709,69526.0,65,,
346,Juvenile Justice Counselor 2,"Police, Fire Fighters, and Corrections",PJ03A2,PJ03 ‐ Corrections,GZ,100,14,O,81723,87384.0,65,,
353,Juvenile Probation Officer 2,"Police, Fire Fighters, and Corrections",PJ0452,PJ04 ‐ Probation and Parole,GP,100,16,A,58481,67069.0,65,18,2
353,Juvenile Probation Officer 2,"Police, Fire Fighters, and Corrections",PJ0452,PJ04 ‐ Probation and Parole,GP,100,16,F,69849,84803.0,65,19,3
353,Juvenile Probation Officer 2,"Police, Fire Fighters, and Corrections",PJ0452,PJ04 ‐ Probation and Parole,GP,100,16,O,88199,97958.0,65,18,2
354,Juvenile Probation Officer 3,"Police, Fire Fighters, and Corrections",PJ0453,PJ04 ‐ Probation and Parole,SS,100,18,A,72925,69917.0,65,17,-1
354,Juvenile Probation Officer 3,"Police, Fire Fighters, and Corrections",PJ0453,PJ04 ‐ Probation and Parole,SS,100,18,E,83470,80447.0,65,17,-1
354,Juvenile Probation Officer 3,"Police, Fire Fighters, and Corrections",PJ0453,PJ04 ‐ Probation and Parole,SS,100,18,O,101130,89748.0,65,16,-2
349,Adult Probation Officer 2A,"Police, Fire Fighters, and Corrections",PJ04A2,PJ04 ‐ Probation and Parole,GP,100,17,A,62654,65127.0,65,18,1
349,Adult Probation Officer 2A,"Police, Fire Fighters, and Corrections",PJ04A2,PJ04 ‐ Probation and Parole,GP,100,17,F,74685,75820.0,65,17,0
349,Adult Probation Officer 2A,"Police, Fire Fighters, and Corrections",PJ04A2,PJ04 ‐ Probation and Parole,GP,100,17,O,94244,85361.0,65,16,-1
350,Adult Probation Officer 2B,"Police, Fire Fighters, and Corrections",PJ04A3,PJ04 ‐ Probation and Parole,GP,100,18,A,67412,73257.0,65,19,1
350,Adult Probation Officer 2B,"Police, Fire Fighters, and Corrections",PJ04A3,PJ04 ‐ Probation and Parole,GP,100,18,F,80028,87546.0,65,19,1
350,Adult Probation Officer 2B,"Police, Fire Fighters, and Corrections",PJ04A3,PJ04 ‐ Probation and Parole,GP,100,18,O,100835,101310.0,65,18,0
351,Pretrial Services Officer 2,"Police, Fire Fighters, and Corrections",PJ04B2,PJ04 ‐ Probation and Parole,GP,100,18,A,67412,67656.0,65,18,0
351,Pretrial Services Officer 2,"Police, Fire Fighters, and Corrections",PJ04B2,PJ04 ‐ Probation and Parole,GP,100,18,F,80028,86867.0,65,19,1
351,Pretrial Services Officer 2,"Police, Fire Fighters, and Corrections",PJ04B2,PJ04 ‐ Probation and Parole,GP,100,18,O,100835,99226.0,65,18,0
352,"Pretrial, Probation and Parole Administrator 1","Police, Fire Fighters, and Corrections",PJ04C1,PJ04 ‐ Probation and Parole,SS,100,21,A,89232,110179.0,65,24,3
352,"Pretrial, Probation and Parole Administrator 1","Police, Fire Fighters, and Corrections",PJ04C1,PJ04 ‐ Probation and Parole,SS,100,21,E,101795,127619.0,65,24,3
352,"Pretrial, Probation and Parole Administrator 1","Police, Fire Fighters, and Corrections",PJ04C1,PJ04 ‐ Probation and Parole,SS,100,21,O,123344,145058.0,65,23,2
355,Hydrologist 2,Physical Sciences and Engineering,PK0112,PK01 ‐ Physical Science Specialists,GP,200,19,A,71526,84930.0,65,22,3
355,Hydrologist 2,Physical Sciences and Engineering,PK0112,PK01 ‐ Physical Science Specialists,GP,200,19,F,84767,97428.0,65,21,2
355,Hydrologist 2,Physical Sciences and Engineering,PK0112,PK01 ‐ Physical Science Specialists,GP,200,19,O,106763,110031.0,65,19,0
356,Chemist 3,Physical Sciences and Engineering,PK0123,PK01 ‐ Physical Science Specialists,GP,200,18,A,66788,93635.0,65,23,5
356,Chemist 3,Physical Sciences and Engineering,PK0123,PK01 ‐ Physical Science Specialists,GP,200,18,F,79268,107237.0,65,22,4
356,Chemist 3,Physical Sciences and Engineering,PK0123,PK01 ‐ Physical Science Specialists,GP,200,18,O,99899,119661.0,65,21,3
357,Geologist 2,Physical Sciences and Engineering,PK0132,PK01 ‐ Physical Science Specialists,GP,200,17,A,62069,75707.0,65,20,3
357,Geologist 2,Physical Sciences and Engineering,PK0132,PK01 ‐ Physical Science Specialists,GP,200,17,F,74003,91337.0,65,20,3
357,Geologist 2,Physical Sciences and Engineering,PK0132,PK01 ‐ Physical Science Specialists,GP,200,17,O,93386,105464.0,65,19,2
358,Geological Scientist 1,Physical Sciences and Engineering,PK0137,PK01 ‐ Physical Science Specialists,GP,200,22,A,87341,121320.0,65,27,5
358,Geological Scientist 1,Physical Sciences and Engineering,PK0137,PK01 ‐ Physical Science Specialists,GP,200,22,F,103740,145839.0,65,27,5
358,Geological Scientist 1,Physical Sciences and Engineering,PK0137,PK01 ‐ Physical Science Specialists,GP,200,22,O,130943,154261.0,65,24,2
359,Engineering Geologist 2,Physical Sciences and Engineering,PK0142,PK01 ‐ Physical Science Specialists,GP,200,18,A,66788,79056.0,65,20,2
359,Engineering Geologist 2,Physical Sciences and Engineering,PK0142,PK01 ‐ Physical Science Specialists,GP,200,18,F,79268,89379.0,65,20,2
359,Engineering Geologist 2,Physical Sciences and Engineering,PK0142,PK01 ‐ Physical Science Specialists,GP,200,18,O,99899,104771.0,65,19,1
360,Environmental Program Technician,Physical Sciences and Engineering,PK0201,PK02 ‐ Environmental Science Specialists,GP,200,13,A,47307,54274.0,65,15,2
360,Environmental Program Technician,Physical Sciences and Engineering,PK0201,PK02 ‐ Environmental Science Specialists,GP,200,13,F,55985,63268.0,65,15,2
360,Environmental Program Technician,Physical Sciences and Engineering,PK0201,PK02 ‐ Environmental Science Specialists,GP,200,13,O,70844,73416.0,65,14,1
361,Environmental Program Specialist 3,Physical Sciences and Engineering,PK0213,PK02 ‐ Environmental Science Specialists,GP,200,18,A,66788,80729.0,65,21,3
361,Environmental Program Specialist 3,Physical Sciences and Engineering,PK0213,PK02 ‐ Environmental Science Specialists,GP,200,18,F,79268,101092.0,65,22,4
361,Environmental Program Specialist 3,Physical Sciences and Engineering,PK0213,PK02 ‐ Environmental Science Specialists,GP,200,18,O,99899,115906.0,65,20,2
362,Environmental Program Manager 2,Physical Sciences and Engineering,PK0222,PK02 ‐ Environmental Science Specialists,SS,200,22,A,95326,112204.0,65,24,2
