benchmark,title,group,code,family,BU,schedule,original_range,step,ak_annual_salary,p50,p65,mu,sigma,ak_percentile,ak_as_percent_of_p50,ak_as_percent_of_p65,ak_diff_from_p50,ak_diff_from_p65,p50_90pct_percentile,p50_95pct_percentile,p65_90pct_percentile,p65_95pct_percentile
272,Epidemiology Specialist 2,"Medical, Public Health and Related",PG0604,PG06 ‐ Special Health Services,GP,200,20.0,O,114192,115483.0,119764.0,115483.0,11110.2325809806,0.453747340295262,0.9888208654087615,0.9534751678300658,-1291.0,-5572.0,0.1493025882379983,0.3016312572534646,0.24426751039363087,0.43893885378561126
273,Dental Assistant,"Medical, Public Health and Related",PG0621,PG06 ‐ Special Health Services,GP,100,13.0,A,47736,43207.0,46845.0,43207.0,9441.49173782,0.6842764880160096,1.104820978082255,1.0190201729106627,4529.0,891.0,0.32360951861532467,0.40950655688380105,0.4558714003541872,0.5545794390546765
273,Dental Assistant,"Medical, Public Health and Related",PG0621,PG06 ‐ Special Health Services,GP,100,13.0,F,56433,50621.0,52384.0,50621.0,4575.412296255267,0.89800541537349,1.1148140099958515,1.0772945937690899,5812.0,4049.0,0.13428315054591133,0.290068327523864,0.2237522947098075,0.4257790881553335
273,Dental Assistant,"Medical, Public Health and Related",PG0621,PG06 ‐ Special Health Services,GP,100,13.0,O,71507,59735.0,63303.0,59735.0,9259.824772001584,0.898188736321796,1.1970703942412322,1.1295989131636732,11772.0,8204.0,0.259431645413814,0.37351829775383616,0.38273321742113164,0.5173505675187773
274,Dental Hygienist,"Medical, Public Health and Related",PG0622,PG06 ‐ Special Health Services,GP,100,21.0,A,82544,84663.0,85165.0,84663.0,1302.8116691549315,0.05192355764016293,0.9749713570272729,0.9692244466623613,-2119.0,-2621.0,4.056687387398379e-11,0.0005785655710579173,3.8329603306980493e-10,0.0019683667198090097
274,Dental Hygienist,"Medical, Public Health and Related",PG0622,PG06 ‐ Special Health Services,GP,100,21.0,F,97734,92036.0,92151.0,92036.0,298.4528724159704,1.0,1.0619105567386675,1.0605853436207964,5698.0,5583.0,4.094740474698162e-209,6.113129583935887e-54,1.7195957527945753e-204,1.654747497720485e-51
274,Dental Hygienist,"Medical, Public Health and Related",PG0622,PG06 ‐ Special Health Services,GP,100,21.0,O,123357,102655.0,104371.0,102655.0,4453.435904920045,0.999998328581589,1.2016657737080512,1.1819087677611597,20702.0,18986.0,0.01058121037165012,0.12455022150454031,0.025098246916144165,0.21579239457525223
275,Pharmacy Technician 1,"Medical, Public Health and Related",PG06A1,PG06 ‐ Special Health Services,GP,200,12.0,A,44402,44611.0,45434.0,44611.0,2135.8844695508137,0.46102501314098104,0.99531505682455,0.9772857331513845,-209.0,-1032.0,0.018369938772636454,0.14816834235436305,0.04076695263547727,0.24880120189748456
275,Pharmacy Technician 1,"Medical, Public Health and Related",PG06A1,PG06 ‐ Special Health Services,GP,200,12.0,F,52182,52793.0,55130.0,52793.0,6065.081415966284,0.4598781867109284,0.9884264959369613,0.946526392163976,-611.0,-2948.0,0.19202952324738887,0.3317010583076909,0.30025984538629724,0.47242857395117893
275,Pharmacy Technician 1,"Medical, Public Health and Related",PG06A1,PG06 ‐ Special Health Services,GP,200,12.0,O,66008,60961.0,64888.0,60961.0,10191.516782413179,0.6897760958687276,1.082790636636538,1.0172605104179508,5047.0,1120.0,0.27486847720458607,0.3824405825012885,0.4007656066389723,0.5267001018874292
276,Occupational Therapist 1,"Medical, Public Health and Related",PG0651,PG06 ‐ Special Health Services,GP,100,21.0,A,82544,102059.0,103995.0,102059.0,5024.38922606364,5.136449901526408e-05,0.8087870741433877,0.7937304678109525,-19515.0,-21451.0,0.021113716674296443,0.15490140483284776,0.04604414719522103,0.2579813117698595
276,Occupational Therapist 1,"Medical, Public Health and Related",PG0651,PG06 ‐ Special Health Services,GP,100,21.0,F,97734,110914.0,113302.0,110914.0,6197.438776776845,0.01672313290020624,0.8811691941504228,0.8625973063140986,-13180.0,-15568.0,0.036753102962594555,0.18543700727438028,0.07452624029520066,0.2984780110399792
276,Occupational Therapist 1,"Medical, Public Health and Related",PG0651,PG06 ‐ Special Health Services,GP,100,21.0,O,123357,119647.0,120205.0,119647.0,1448.1452418096649,0.9947949015163211,1.0310078815181325,1.0262218709704256,3710.0,3152.0,7.157447166020112e-17,1.8056065211451583e-05,1.2333156229851748e-15,8.327841565379517e-05
277,Recreation Therapist 2,"Medical, Public Health and Related",PG0682,PG06 ‐ Special Health Services,SS,100,16.0,A,63461,65196.0,70167.0,65196.0,12900.949815476422,0.44650905271047314,0.9733879379103012,0.904428007467898,-1735.0,-6706.0,0.3066536571696919,0.40025811148093693,0.43700394341972315,0.545133518427439
277,Recreation Therapist 2,"Medical, Public Health and Related",PG0682,PG06 ‐ Special Health Services,SS,100,16.0,E,72925,72946.0,78606.0,72946.0,14689.07180760341,0.4994296586507076,0.9997121158116963,0.927728163244536,-21.0,-5681.0,0.3097354099462854,0.40195105811672155,0.4404564499929946,0.546868792669488
277,Recreation Therapist 2,"Medical, Public Health and Related",PG0682,PG06 ‐ Special Health Services,SS,100,16.0,O,88338,77492.0,85765.0,77492.0,21470.440117368023,0.6932766456909497,1.1399628348732773,1.0300005829883985,10846.0,2573.0,0.35907808090430876,0.4283949158577104,0.4943608538409441,0.5736177837057038
278,Laboratory Technician,"Medical, Public Health and Related",PG0730,PG07 ‐ Health Laboratory and Related,GP,200,13.0,A,47307,46717.0,49974.0,46717.0,8452.704395294048,0.52782363447239,1.0126292356101634,0.94663224876936,590.0,-2667.0,0.2902388716142722,0.3911421202346067,0.4184350595846064,0.5357415362595896
278,Laboratory Technician,"Medical, Public Health and Related",PG0730,PG07 ‐ Health Laboratory and Related,GP,200,13.0,F,55985,56758.0,59346.0,56758.0,6716.48725054375,0.4541869235838885,0.9863807745163677,0.9433660229838574,-773.0,-3361.0,0.19904011289554746,0.3363200470532216,0.30914813942751507,0.4774825129756427
278,Laboratory Technician,"Medical, Public Health and Related",PG0730,PG07 ‐ Health Laboratory and Related,GP,200,13.0,O,70844,68348.0,72629.0,68348.0,11110.2325809806,0.588877237618439,1.0365189910458243,0.975423040383318,2496.0,-1785.0,0.2692177155518527,0.3791970432524177,0.3941987132779004,0.5233105302052111
279,Microbiologist 2,"Medical, Public Health and Related",PG0742,PG07 ‐ Health Laboratory and Related,GP,200,16.0,A,57974,70377.0,72228.0,70377.0,4803.793624712705,0.004912649987881477,0.823763445443824,0.8026527108600543,-12403.0,-14254.0,0.07145641688195281,0.23192720167595032,0.13173199386954354,0.35701078869800473
279,Microbiologist 2,"Medical, Public Health and Related",PG0742,PG07 ‐ Health Laboratory and Related,GP,200,16.0,F,69147,80933.0,81596.0,80933.0,1720.64569053729,3.698850000385478e-12,0.8543733705657767,0.8474312466297368,-11786.0,-12449.0,1.2778108916497724e-06,0.009340891057430847,6.597296873766083e-06,0.02352964698451848
279,Microbiologist 2,"Medical, Public Health and Related",PG0742,PG07 ‐ Health Laboratory and Related,GP,200,16.0,O,87399,91221.0,91382.0,91221.0,417.8340213823585,2.9221490595962475e-20,0.9581017528858486,0.9564137357466459,-3822.0,-3983.0,5.779092511342379e-106,4.836314897106995e-28,1.0733246372575508e-102,2.5430219743388796e-26
280,Public Health Microbiologist 1,"Medical, Public Health and Related",PG0751,PG07 ‐ Health Laboratory and Related,GP,200,17.0,A,62069,59463.0,66011.0,59463.0,16993.64703112847,0.5609394258071316,1.0438255722045642,0.9402826801593673,2606.0,-3942.0,0.3632019513681756,0.4305568841756271,0.49875342823242436,0.5757755475448427
280,Public Health Microbiologist 1,"Medical, Public Health and Related",PG0751,PG07 ‐ Health Laboratory and Related,GP,200,17.0,F,74003,76721.0,79248.0,76721.0,6558.177466044844,0.33927433483250874,0.9645729330952412,0.9338153644256006,-2718.0,-5245.0,0.12103017531122223,0.2792986614128141,0.20523579013978782,0.41337496344277636
280,Public Health Microbiologist 1,"Medical, Public Health and Related",PG0751,PG07 ‐ Health Laboratory and Related,GP,200,17.0,O,93386,91221.0,91382.0,91221.0,417.8340213823585,0.999999889935844,1.0237335701209151,1.021929920553282,2165.0,2004.0,5.779092511342379e-106,4.836314897106995e-28,1.0733246372575508e-102,2.5430219743388796e-26
281,Fish and Wildlife Technician 3,Biological Sciences,PH0103,PH01 ‐ Fish and Wildlife,GP,200,11.0,A,41925,44109.0,46879.0,44109.0,7188.821361671634,0.3806382219296979,0.9504862953138815,0.894323684378933,-2184.0,-4954.0,0.26974723358123687,0.3795020604689844,0.39481572970497736,0.5236297303755322
281,Fish and Wildlife Technician 3,Biological Sciences,PH0103,PH01 ‐ Fish and Wildlife,GP,200,11.0,F,48750,57402.0,58830.0,57402.0,3706.0061026957014,0.009782458501091594,0.8492735444758023,0.8286588475267721,-8652.0,-10080.0,0.06070394613904261,0.2193336727721545,0.11466186719215787,0.3414932741881076
281,Fish and Wildlife Technician 3,Biological Sciences,PH0103,PH01 ‐ Fish and Wildlife,GP,200,11.0,O,61679,69995.0,71078.0,69995.0,2810.64748544779,0.0015444536849045386,0.8811915136795485,0.8677649905737359,-8316.0,-9399.0,0.006380841833966209,0.10653358314983546,0.016033958418850778,0.1896677618340143
282,Fishery Biologist 2,Biological Sciences,PH0112,PH01 ‐ Fish and Wildlife,SS,200,16.0,A,63461,67429.0,69866.0,67429.0,6324.6056528497365,0.26520151735606634,0.9411529164009551,0.9083245069132339,-3968.0,-6405.0,0.14318071853708353,0.29699297488666593,0.2359628951251691,0.4336793728344562
282,Fishery Biologist 2,Biological Sciences,PH0112,PH01 ‐ Fish and Wildlife,SS,200,16.0,E,72925,81978.0,85704.0,81978.0,9669.87306627744,0.17458338585423178,0.8895679328600357,0.850893773919537,-9053.0,-12779.0,0.19828385158387196,0.3358253754457302,0.3081930726744676,0.4769423815844105
282,Fishery Biologist 2,Biological Sciences,PH0112,PH01 ‐ Fish and Wildlife,SS,200,16.0,O,88338,95552.0,103693.0,95552.0,21127.868124681867,0.36638438944073143,0.924501841929002,0.8519186444600889,-7214.0,-15355.0,0.3255423722577,0.41055098102833487,0.4580024931204357,0.5556409937992399
283,Habitat Biologist 2,Biological Sciences,PH0122,PH01 ‐ Fish and Wildlife,GP,200,16.0,A,57974,70377.0,70680.0,70377.0,786.358437756861,2.3975501270504973e-56,0.823763445443824,0.8202320316921335,-12403.0,-12706.0,1.7816762791705146e-19,3.822931444173833e-06,3.8847413828683254e-18,1.9884871566446183e-05
283,Habitat Biologist 2,Biological Sciences,PH0122,PH01 ‐ Fish and Wildlife,GP,200,16.0,F,69147,80933.0,83084.0,80933.0,5582.366335363063,0.01737365205626483,0.8543733705657767,0.8322541042800058,-11786.0,-13937.0,0.07355751736022455,0.2342570946964359,0.13501164041140817,0.35985580785884386
283,Habitat Biologist 2,Biological Sciences,PH0122,PH01 ‐ Fish and Wildlife,GP,200,16.0,O,87399,91489.0,96160.0,91489.0,12122.377104826066,0.3679104914045118,0.9552951720971921,0.9088914309484193,-4090.0,-8761.0,0.22521098826741925,0.3529545836022052,0.3416649952603861,0.49549148417656524
284,Wildlife Biologist 2,Biological Sciences,PH0132,PH01 ‐ Fish and Wildlife,GP,200,16.0,A,57974,70377.0,70864.0,70377.0,1263.8830336224134,4.9290807338768873e-23,0.823763445443824,0.8181022804244751,-12403.0,-12890.0,1.286065921217271e-08,0.002683344606397863,8.872664178936609e-08,0.007800818992279572
284,Wildlife Biologist 2,Biological Sciences,PH0132,PH01 ‐ Fish and Wildlife,GP,200,16.0,F,69147,80276.0,80670.0,80276.0,1022.5254933208028,6.882274583471626e-28,0.861365788031292,0.8571587950911119,-11129.0,-11523.0,2.0676543080571788e-15,4.3296662276596005e-05,3.0956884560300083e-14,0.00018590497651112202
284,Wildlife Biologist 2,Biological Sciences,PH0132,PH01 ‐ Fish and Wildlife,GP,200,16.0,O,87399,88390.0,90249.0,88390.0,4824.555563663382,0.41862687218433725,0.988788324471094,0.9684207027224678,-991.0,-2850.0,0.033469315289181616,0.17982219017614426,0.06873252562757486,0.2911636361730664
285,Biometrician 2,Biological Sciences,PH0142,PH01 ‐ Fish and Wildlife,GP,200,19.0,A,71526,106939.0,110689.0,106939.0,9732.158883129468,0.00013697645680622978,0.66884859592852,0.6461888715229156,-35413.0,-39163.0,0.1359230876932171,0.2913618947577474,0.22601575029298016,0.4272593376031907
285,Biometrician 2,Biological Sciences,PH0142,PH01 ‐ Fish and Wildlife,GP,200,19.0,F,84767,124917.0,129380.0,124917.0,11582.566692108485,0.000263722792180197,0.6785865814901094,0.6551785438243932,-40150.0,-44613.0,0.14040723122836113,0.294858644054405,0.23217490074694613,0.4312505235788502
285,Biometrician 2,Biological Sciences,PH0142,PH01 ‐ Fish and Wildlife,GP,200,19.0,O,106763,135301.0,140462.0,135301.0,13394.045865554983,0.016559066877149902,0.7890776860481445,0.7600845780353406,-28538.0,-33699.0,0.15620984516528041,0.30675170904113735,0.25354700346956427,0.4447154100401553
287,Fisheries Geneticist 1,Biological Sciences,PH0161,PH01 ‐ Fish and Wildlife,GP,200,17.0,A,62069,80650.0,83732.0,80650.0,7998.536980748006,0.01008823775478577,0.7696094234345939,0.7412817083074571,-18581.0,-21663.0,0.1566529765861071,0.3070763358853933,0.2541391331860241,0.4450805919589948
287,Fisheries Geneticist 1,Biological Sciences,PH0161,PH01 ‐ Fish and Wildlife,GP,200,17.0,F,74003,88615.0,90919.0,88615.0,5979.438417794745,0.0072685985914366985,0.835106923207132,0.813944280073472,-14612.0,-16916.0,0.06917076458314052,0.22934742326178192,0.1281443108161543,0.35385134090203973
287,Fisheries Geneticist 1,Biological Sciences,PH0161,PH01 ‐ Fish and Wildlife,GP,200,17.0,O,93386,100299.0,102942.0,100299.0,6859.225580829649,0.15676570664170286,0.9310760825132853,0.9071710283460589,-6913.0,-9556.0,0.07183640932530354,0.2323514606846256,0.1323264180940934,0.35752944014522314
288,Fisheries Scientist 1,Biological Sciences,PH0166,PH01 ‐ Fish and Wildlife,SS,200,22.0,A,95326,108115.0,109932.0,108115.0,4715.555384172331,0.003343044508840236,0.8817092910326967,0.8671360477386021,-12789.0,-14606.0,0.010931748393187106,0.12582197597859907,0.02583081882691961,0.21760390343697372
288,Fisheries Scientist 1,Biological Sciences,PH0166,PH01 ‐ Fish and Wildlife,SS,200,22.0,E,108867,121503.0,122744.0,121503.0,3220.695779723645,4.365838754778194e-05,0.8960025678378312,0.8869435573225575,-12636.0,-13877.0,8.07873352862021e-05,0.02962828265914001,0.00030651666755492177,0.06422652546057402
288,Fisheries Scientist 1,Biological Sciences,PH0166,PH01 ‐ Fish and Wildlife,SS,200,22.0,O,131893,133186.0,133340.0,133186.0,399.66732480051684,0.0006078076201781662,0.9902917724085114,0.9891480425978701,-1293.0,-1447.0,8.610453746153668e-244,1.2357942853176043e-62,8.557554858374497e-239,5.263719112069168e-60
289,Agronomist 1,Biological Sciences,PH0211,PH02 ‐ Agriculture,GP,200,16.0,A,57974,62441.0,66191.0,62441.0,9732.158883129468,0.3231193308771142,0.9284604666805464,0.8758592557900621,-4467.0,-8217.0,0.26056823957750047,0.3741820142216997,0.3840709954959498,0.5180488383561297
289,Agronomist 1,Biological Sciences,PH0211,PH02 ‐ Agriculture,GP,200,16.0,F,69147,71346.0,72232.0,71346.0,2299.384738787389,0.16944954088037883,0.9691783701959465,0.9572903976077085,-2199.0,-3085.0,0.0009583984910867078,0.06040113008084195,0.0029252777542425903,0.11793745770297065
289,Agronomist 1,Biological Sciences,PH0211,PH02 ‐ Agriculture,GP,200,16.0,O,87399,80043.0,80351.0,80043.0,799.3346496010337,1.0,1.0919006034256586,1.0877151497803388,7356.0,7048.0,6.634525233650416e-24,2.7663769437928475e-07,2.0837602907014553e-22,1.7353381143511984e-06
290,Natural Resource Technician 2,Biological Sciences,PH0302,PH03 ‐ Natural Resources and Forestry,GP,200,12.0,A,44402,46970.0,47441.0,46970.0,1222.3591557210611,0.017826824774528495,0.9453268043431978,0.9359414852132122,-2568.0,-3039.0,6.087646259522849e-05,0.027347909579942823,0.00023633817064311452,0.059945614866174106
290,Natural Resource Technician 2,Biological Sciences,PH0302,PH03 ‐ Natural Resources and Forestry,GP,200,12.0,F,52182,55074.0,55299.0,55074.0,583.9295329877681,3.6604340848219885e-07,0.9474888332062316,0.9436337004285792,-2892.0,-3117.0,2.0190651664857745e-21,1.2037625232843773e-06,5.193087135848069e-20,6.814507391117452e-06
290,Natural Resource Technician 2,Biological Sciences,PH0302,PH03 ‐ Natural Resources and Forestry,GP,200,12.0,O,66008,63178.0,63200.0,63178.0,57.09533211435954,1.0,1.0447940738864794,1.0444303797468355,2830.0,2808.0,0.0,0.0,0.0,0.0
291,Natural Resource Specialist 2,Biological Sciences,PH0312,PH03 ‐ Natural Resources and Forestry,GP,200,16.0,A,57974,59974.0,65539.0,59974.0,14442.52378256413,0.4449305564754642,0.9666522159602494,0.8845725445917698,-2000.0,-7565.0,0.338975851424384,0.4177589718853381,0.47270518818198753,0.5629388559912197
291,Natural Resource Specialist 2,Biological Sciences,PH0312,PH03 ‐ Natural Resources and Forestry,GP,200,16.0,F,69147,70135.0,75066.0,70135.0,12797.140120723041,0.4692303316032608,0.9859128822984244,0.9211493885380865,-988.0,-5919.0,0.29182805171538506,0.3920322940497194,0.4202461854590217,0.536662252061977
291,Natural Resource Specialist 2,Biological Sciences,PH0312,PH03 ‐ Natural Resources and Forestry,GP,200,16.0,O,87399,84921.0,86024.0,84921.0,2862.552332824481,0.8066619615758831,1.0291800614688946,1.0159839114665674,2478.0,1375.0,0.001505472746342723,0.0689961493473977,0.0043986826519075125,0.13194272279553837
292,Natural Resource Manager 1,Biological Sciences,PH0321,PH03 ‐ Natural Resources and Forestry,SS,200,18.0,A,72925,88921.0,88921.0,88921.0,0.0,,0.820109985267822,0.820109985267822,-15996.0,-15996.0,,,,
292,Natural Resource Manager 1,Biological Sciences,PH0321,PH03 ‐ Natural Resources and Forestry,SS,200,18.0,E,83470,100617.0,100617.0,100617.0,0.0,,0.8295814822544898,0.8295814822544898,-17147.0,-17147.0,,,,
292,Natural Resource Manager 1,Biological Sciences,PH0321,PH03 ‐ Natural Resources and Forestry,SS,200,18.0,O,101130,112313.0,112313.0,112313.0,0.0,,0.9004300481689564,0.9004300481689564,-11183.0,-11183.0,,,,
293,Wildland Fire and Resource Technician 3,Biological Sciences,PH0353,PH03 ‐ Natural Resources and Forestry,GP,100,12.0,A,44850,55919.0,61455.0,55919.0,14367.26175386793,0.22052180172998953,0.8020529694737031,0.729802294361728,-11069.0,-16605.0,0.34855993859059353,0.42285084829346303,0.483080811818288,0.5680645628615881
293,Wildland Fire and Resource Technician 3,Biological Sciences,PH0353,PH03 ‐ Natural Resources and Forestry,GP,100,12.0,F,52650,66260.0,72257.0,66260.0,15563.668485900645,0.19093049655636368,0.7945970419559312,0.7286491274201807,-13610.0,-19607.0,0.3351504403158577,0.41571513631003504,0.4685375157698325,0.5608745527434967
293,Wildland Fire and Resource Technician 3,Biological Sciences,PH0353,PH03 ‐ Natural Resources and Forestry,GP,100,12.0,O,66671,74561.0,79622.0,74561.0,13134.52162867153,0.2740175547076551,0.8941806038009147,0.8373439501645273,-7890.0,-12951.0,0.2851288579585748,0.388268034655326,0.4125915461734498,0.5327634986345036
295,Forester 2,Biological Sciences,PH0362,PH03 ‐ Natural Resources and Forestry,GP,200,16.0,A,57974,65979.0,67873.0,65979.0,4915.38904657259,0.05170322790971683,0.8786735173312721,0.8541540818882324,-8005.0,-9899.0,0.08975025255605512,0.25106335421154086,0.1597450785864421,0.3801477224338092
295,Forester 2,Biological Sciences,PH0362,PH03 ‐ Natural Resources and Forestry,GP,200,16.0,F,69147,75875.0,80345.0,75875.0,11600.733388690325,0.2809696724462444,0.91132784184514,0.8606260501586906,-6728.0,-11198.0,0.2565386767406289,0.37182383100787897,0.37932081543616414,0.5155658499636177
295,Forester 2,Biological Sciences,PH0362,PH03 ‐ Natural Resources and Forestry,GP,200,16.0,O,87399,85771.0,92818.0,85771.0,18288.672973176897,0.5354657392647779,1.0189807743876136,0.9416169277510827,1628.0,-5419.0,0.31954043872096366,0.40730146858373945,0.4513719552096413,0.5523347493390889
298,Park Specialist,Biological Sciences,PH0410,PH04 ‐ Parks,GP,200,14.0,A,50466,48733.0,54387.0,48733.0,14673.500353390404,0.5470073976366017,1.0355611187491023,0.9279055656682663,1733.0,-3921.0,0.3699009436488341,0.43405571005622184,0.505853353941909,0.5792583750758592
298,Park Specialist,Biological Sciences,PH0410,PH04 ‐ Parks,GP,200,14.0,F,60138,60104.0,66168.0,60104.0,15737.549724612558,0.5008618893804523,1.000565686144017,0.9088683351468988,34.0,-6030.0,0.35126235542137363,0.4242795236751729,0.48598956294554185,0.5694983485607692
298,Park Specialist,Biological Sciences,PH0410,PH04 ‐ Parks,GP,200,14.0,O,75914,68559.0,79207.0,68559.0,27634.14074335002,0.6049405723854521,1.1072798611414985,0.9584253916951785,7355.0,-3293.0,0.4020303421408776,0.45063877671038666,0.5393090403789259,0.5956125532977581
299,Park Ranger 1,Biological Sciences,PH0411,PH04 ‐ Parks,GP,200,16.0,A,57974,52880.0,58765.0,52880.0,15273.001340591178,0.6306327738682371,1.0963313161875945,0.9865396069088743,5094.0,-791.0,0.3645842281277235,0.4312801474862409,0.5002220263805875,0.5764964343755082
299,Park Ranger 1,Biological Sciences,PH0411,PH04 ‐ Parks,GP,200,16.0,F,69147,66312.0,73873.0,66312.0,19622.627550757843,0.5574377219739547,1.0427524429967427,0.9360253407875678,2835.0,-4726.0,0.3677055603225015,0.43291082835034134,0.5035314011310038,0.5781199767673734
299,Park Ranger 1,Biological Sciences,PH0411,PH04 ‐ Parks,GP,200,16.0,O,87399,76869.0,89231.0,76869.0,32082.386163532396,0.6286263846470999,1.1369863013698631,0.979469018614607,10530.0,-1832.0,0.4053206623840919,0.4523210361932906,0.5426807400516344,0.5972576029527878
300,Park Ranger 2,Biological Sciences,PH0412,PH04 ‐ Parks,SS,600,18.0,A,72176,70377.0,72433.0,70377.0,5335.8183103237825,0.6320001247958679,1.0255623286016737,0.996451893473969,1799.0,-257.0,0.09359221136363399,0.25479472242446766,0.16548403938416328,0.38459955370135673
300,Park Ranger 2,Biological Sciences,PH0412,PH04 ‐ Parks,SS,600,18.0,E,82638,80933.0,83655.0,80933.0,7064.249727967576,0.5953604458560479,1.0210668083476455,0.9878429263044648,1705.0,-1017.0,0.12596583098166902,0.2833781849843576,0.21217949863772073,0.4180905926285036
300,Park Ranger 2,Biological Sciences,PH0412,PH04 ‐ Parks,SS,600,18.0,O,100131,91489.0,94877.0,91489.0,8792.68114561137,0.8371625377988392,1.0944594432117523,1.055376961750477,8642.0,5254.0,0.14905078832460095,0.3014423860953518,0.24392743967395575,0.4387251886124347
301,Park Superintendent,Biological Sciences,PH0420,PH04 ‐ Parks,SS,200,20.0,A,83470,83135.0,86782.0,83135.0,9464.848919139511,0.5141172633981982,1.0040295904252121,0.9618354036551359,335.0,-3312.0,0.18987547316326436,0.33026641318524186,0.2975130120503826,0.47085404177456747
301,Park Superintendent,Biological Sciences,PH0420,PH04 ‐ Parks,SS,200,20.0,E,95326,100176.0,104898.0,100176.0,12254.734465636626,0.34613904857639155,0.9515852100303466,0.9087494518484623,-4850.0,-9572.0,0.20683641786609158,0.34137123195965824,0.31894216491116195,0.48298260677773736
301,Park Superintendent,Biological Sciences,PH0420,PH04 ‐ Parks,SS,200,20.0,O,115502,118105.0,126697.0,118105.0,22298.32243302624,0.45353493221786473,0.9779602895728378,0.9116395810476965,-2603.0,-11195.0,0.2981743011280153,0.39557046700967624,0.42744990959275825,0.540314115391338
302,Museum Protection & Visitor Services Assistant,Biological Sciences,PH0451,PH04 ‐ Parks,GP,200,11.0,A,41925,48541.0,49210.0,48541.0,1736.2171447502972,6.931965238296123e-05,0.8637028491378422,0.8519609835399309,-6616.0,-7285.0,0.00258864469229535,0.08107223666134272,0.007162624158579378,0.15107330912521194
302,Museum Protection & Visitor Services Assistant,Biological Sciences,PH0451,PH04 ‐ Parks,GP,200,11.0,F,48750,55822.0,56209.0,55822.0,1004.3587967389611,9.522150197216855e-13,0.8733115975780158,0.8672988311480367,-7072.0,-7459.0,1.3646207498078005e-08,0.0027264356957631564,9.38188578922024e-08,0.007912374594577457
302,Museum Protection & Visitor Services Assistant,Biological Sciences,PH0451,PH04 ‐ Parks,GP,200,11.0,O,61679,63104.0,63209.0,63104.0,272.5004487276251,8.505390122275864e-08,0.9774182302231237,0.9757945862139885,-1425.0,-1530.0,6.12323568415768e-119,2.6421712226984394e-31,1.7992445382527785e-115,1.7674084104372643e-29
303,Criminal Justice Technician 1,"Legal, Judicial, and Related",PI0101,PI01 ‐ Legal Support and Related,GP,100,12.0,A,44850,50170.0,51517.0,50170.0,3495.7914708201047,0.06402585317689452,0.8939605341837752,0.8705864083700526,-5320.0,-6667.0,0.07562157308216637,0.23650903253965339,0.13821681891076698,0.36259812885562626
303,Criminal Justice Technician 1,"Legal, Judicial, and Related",PI0101,PI01 ‐ Legal Support and Related,GP,100,12.0,F,52650,62922.0,64483.0,62922.0,4051.173337750693,0.005613357297739574,0.8367502622294269,0.8164942698075461,-10272.0,-11833.0,0.060190110408849876,0.2187004027939451,0.1138333373129376,0.3407066264675227
303,Criminal Justice Technician 1,"Legal, Judicial, and Related",PI0101,PI01 ‐ Legal Support and Related,GP,100,12.0,O,66671,78452.0,78560.0,78452.0,280.2861758341287,0.0,0.849831744251262,0.8486634419551935,-11781.0,-11889.0,1.0763049541828528e-172,8.363595265254446e-45,1.685551642288996e-168,1.3475577670843658e-42
304,Criminal Justice Planner,"Legal, Judicial, and Related",PI0105,PI01 ‐ Legal Support and Related,GP,100,21.0,A,82544,88174.0,88174.0,88174.0,0.0,,0.9361489781568263,0.9361489781568263,-5630.0,-5630.0,,,,
304,Criminal Justice Planner,"Legal, Judicial, and Related",PI0105,PI01 ‐ Legal Support and Related,GP,100,21.0,F,97734,113976.0,113976.0,113976.0,0.0,,0.8574963150136871,0.8574963150136871,-16242.0,-16242.0,,,,
304,Criminal Justice Planner,"Legal, Judicial, and Related",PI0105,PI01 ‐ Legal Support and Related,GP,100,21.0,O,123357,139778.0,139778.0,139778.0,0.0,,0.8825208544978466,0.8825208544978466,-16421.0,-16421.0,,,,
305,Law Office Manager,"Legal, Judicial, and Related",PI0146,PI01 ‐ Legal Support and Related,SS,200,16.0,A,63461,62525.0,66535.0,62525.0,10406.921899026443,0.5358326078775784,1.0149700119952019,0.9537987525362591,936.0,-3074.0,0.27398591963913577,0.38193564117018775,0.39974251440505015,0.5261731205468972
305,Law Office Manager,"Legal, Judicial, and Related",PI0146,PI01 ‐ Legal Support and Related,SS,200,16.0,E,72925,75475.0,82186.0,75475.0,17416.671537248494,0.441798297495607,0.9662139781384564,0.8873165745990801,-2550.0,-9261.0,0.3323805641460551,0.4142309795915923,0.46551033629652117,0.5593730495942586
305,Law Office Manager,"Legal, Judicial, and Related",PI0146,PI01 ‐ Legal Support and Related,SS,200,16.0,O,88338,88280.0,99296.0,88280.0,28589.189935081125,0.5008093491436295,1.0006570004531037,0.8896430873348372,58.0,-10958.0,0.3787413827808726,0.43864953372235427,0.5151563093384786,0.5838140163415981
306,Public Safety Technician 2,"Legal, Judicial, and Related",PI0152,PI01 ‐ Legal Support and Related,GP,100,11.0,A,42296,38743.0,39614.0,38743.0,2260.456103254871,0.9420023039079672,1.0917068889863975,1.0677033372040188,3553.0,2682.0,0.043269309545940084,0.19572988472058922,0.08578793810928731,0.31174200203932995
