Occupational_Group,Job_Family,Class_Code,Category,Range,Class_Title,SOC,EEO,State_and_Local_Job_Code,Census_EEO,AKPAY_Code
PI,PI03,PI0312,B,26,Hearing Examiner 2,23-1021,EEO4-Professionals,2,2100,K0076
PI,PI03,PI0321,B,21,Hearing Officer,23-1021,EEO4-Professionals,2,2100,P1925
PI,PI03,PI0331,B,20,Disability Hearing Officer,23-1021,EEO4-Professionals,2,2110,P7220
PI,PI03,PI0335,B,18,Motor Vehicle Hearing Officer,23-1021,EEO4-Professionals,2,2100,P7210
PI,PI03,PI0351,B,22,Workers' Compensation Hearing Officer 1,23-1021,EEO4-Professionals,2,2100,P7228
PI,PI03,PI0352,B,24,Workers' Compensation Hearing Officer 2,23-1021,EEO4-Professionals,2,2100,P7229
PI,PI03,PI0355,B,25,Chief of Workers' Compensation Adjudication,23-1021,EEO4-Professionals,2,2100,P7230
PI,PI04,PI0405,B,22,Forensic Science Laboratory Administrator 1,19-4092,EEO4-Professionals,3,1965,
PI,PI04,PI0406,B,23,Forensic Science Laboratory Administrator 2,19-4092,EEO4-Professionals,3,1965,K0041
PI,PI04,PI0411,B,18,Forensic Scientist 1 - Chemistry,19-4092,EEO4-Professionals,3,1965,K0028
PI,PI04,PI0412,B,20,Forensic Scientist 2 - Chemistry,19-4092,EEO4-Professionals,3,1965,K0029
PI,PI04,PI0413,B,22,Forensic Scientist 3 - Chemistry,19-4092,EEO4-Professionals,3,1965,K0030
PI,PI04,PI0414,B,24,Forensic Scientist 4 - Chemistry,19-4092,EEO4-Professionals,3,1965,K0031
PI,PI04,PI0420,A,13,Fingerprint Technician 1,19-4092,EEO4-Technicians,3,1963,P7751
PI,PI04,PI0421,A,16,Fingerprint Technician 2,19-4092,EEO4-Technicians,3,1963,P7752
PI,PI04,PI0422,A,18,Fingerprint Technician 3,19-4092,EEO4-Technicians,3,1963,P7753
PI,PI04,PI0431,B,14,Investigator 1,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,P7766
PI,PI04,PI0432,B,16,Investigator 2,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,P7767
PI,PI04,PI0433,B,18,Investigator 3,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,P7768
PI,PI04,PI0434,B,20,Investigator 4,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,P7769
PI,PI04,PI0435,B,21,Investigator 5,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,
PI,PI04,PI0436,B,19,Special Investigator 1,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,
PI,PI04,PI0437,B,21,Special Investigator 2,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,
PI,PI04,PI0440,B,18,Forensic Scientist 1 - Physical,19-4092,EEO4-Professionals,3,1965,K0032
PI,PI04,PI0441,B,20,Forensic Scientist 2 - Physical,19-4092,EEO4-Professionals,3,1965,K0033
PI,PI04,PI0442,B,22,Forensic Scientist 3 - Physical,19-4092,EEO4-Professionals,3,1965,K0034
PI,PI04,PI0443,B,24,Forensic Scientist 4 - Physical,19-4092,EEO4-Professionals,3,1965,K0035
PI,PI04,PI0451,B,18,Forensic Scientist 1 - DNA,19-4092,EEO4-Professionals,3,1965,K0036
PI,PI04,PI0452,B,20,Forensic Scientist 2 - DNA,19-4092,EEO4-Professionals,3,1965,K0037
PI,PI04,PI0453,B,22,Forensic Scientist 3 - DNA,19-4092,EEO4-Professionals,3,1965,K0038
PI,PI04,PI0454,B,24,Forensic Scientist 4 - DNA,19-4092,EEO4-Professionals,3,1965,K0039
PI,PI04,PI0455,B,22,"Forensic Scientist, DNA Technical Manager",19-4092,EEO4-Professionals,3,1965,K0040
PI,PI04,PI0460,A,15,Forensic Technician 2,19-4092,EEO4-Paraprofessionals,3,1965,K0027
PI,PI04,PI0461,A,13,Forensic Technician 1,19-4092,EEO4-Paraprofessionals,3,1965,P5660
PI,PI04,PI0463,B,14,Medicolegal Investigator 1,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,
PI,PI04,PI0464,B,16,Medicolegal Investigator 2,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,
PI,PI04,PI0465,B,18,Medicolegal Investigator 3,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,
PI,PI04,PI0466,B,20,Medicolegal Investigator 4,33-9021,EEO4-Protective Service Workers - Nonsworn,5,3910,
PI,PI04,PI0471,B,14,Criminal Intelligence Analyst 1,33-3021,EEO4-Protective Service Workers - Nonsworn,5,3820,
PI,PI04,PI0472,B,17,Criminal Intelligence Analyst 2,33-3021,EEO4-Protective Service Workers - Nonsworn,5,3820,
PI,PI04,PI0473,B,19,Criminal Intelligence Analyst 3,33-3021,EEO4-Protective Service Workers - Nonsworn,5,3820,
PI,PI04,PI04A1,B,22,Criminal Justice Information Services Administrator 1,11-1021,EEO4-Professionals,1,20,N/A
PI,PI04,PI04A2,B,23,Criminal Justice Information Services Administrator 2,11-1021,EEO4-Professionals,1,20,N/A
PI,PI05,PI0505,A,16,Recorder Supervisor,43-1011,EEO4-Administrative Support,6,5000,P7528
PI,PI05,PI0517,B,18,Recorder Manager,43-1011,EEO4-Professionals,6,5000,P7524
PI,PI05,PI0519,B,22,State Recorder,11-9199,EEO4-Professionals,1,430,P7526
PI,PI05,PI0531,A,10,Motor Vehicle Customer Service Representative 1,43-4031,EEO4-Administrative Support,6,5220,P7541
PI,PI05,PI0532,A,12,Motor Vehicle Customer Service Representative 2,43-4031,EEO4-Administrative Support,6,5220,P7542
PI,PI05,PI0533,A,14,Motor Vehicle Customer Service Representative 3,43-4031,EEO4-Administrative Support,6,5220,P7543
PI,PI05,PI0541,B,15,Motor Vehicle Office Manager 1,43-1011,EEO4-Professionals,6,5000,P7561
PI,PI05,PI0542,B,17,Motor Vehicle Office Manager 2,43-1011,EEO4-Professionals,6,5000,P7562
PI,PI05,PI0543,B,20,Motor Vehicle Office Manager 3,43-1011,EEO4-Professionals,6,5000,P7563
PI,PI05,PI0555,B,21,DMV Program Manager,13-1041,EEO4-Professionals,2,565,P7761
PI,PI05,PI05A1,A,12,Recorder 1,43-4031,EEO4-Administrative Support,6,5220,
PI,PI05,PI05A2,A,13,Recorder 2,43-4031,EEO4-Administrative Support,6,5220,
PJ,PJ01,PJ0101,D,75,State Trooper Recruit,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7710
PJ,PJ01,PJ0103,D,77,State Trooper,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7703
PJ,PJ01,PJ0103c,D,77,State Trooper (APSC Certified Recruitment),33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7703
PJ,PJ01,PJ0104,D,78,"Corporal, Department of Public Safety",33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7704
PJ,PJ01,PJ0105,D,79,"Sergeant, Department of Public Safety",33-1012,EEO4-Protective Service Workers - Sworn,4,3710,P7705
PJ,PJ01,PJ0106,B,24,Lieutenant - Department of Public Safety,33-1012,EEO4-Protective Service Workers - Sworn,4,3710,P7706
PJ,PJ01,PJ0107,B,25,Captain - Department of Public Safety,33-1012,EEO4-Protective Service Workers - Sworn,4,3710,P7708
PJ,PJ01,PJ0108,B,26,Major - Department of Public Safety,33-1012,EEO4-Protective Service Workers - Sworn,4,3710,P7709
PJ,PJ01,PJ0121,D,74,Court Services Officer,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7702
PJ,PJ01,PJ0130,B,23,"Executive Director, Alaska Police Standards Council",33-3021,EEO4-Protective Service Workers,4,3820,P7780
PJ,PJ01,PJ0135,B,19,"Training Coordinator, Alaska Police Standards Council",33-3021,EEO4-Protective Service Workers - Sworn,4,3820,P7795
PJ,PJ01,PJ0141,B,21,Administrative Investigator 1 - DPS,33-9021,EEO4-Professionals,5,3910,K0074
PJ,PJ01,PJ0142,B,22,Administrative Investigator 2 - DPS,33-1099,EEO4-Professionals,5,3730,K0075
PJ,PJ02,PJ0221,D,75,Airport Police & Fire Officer 1,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7831
PJ,PJ02,PJ0222,D,77,Airport Police & Fire Officer 2,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7832
PJ,PJ02,PJ0223,D,78,Airport Police & Fire Officer 3,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7836
PJ,PJ02,PJ0224,D,79,Airport Police & Fire Officer 4,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7837
PJ,PJ02,PJ0225,B,22,Airport Police & Fire Officer 5,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7838
PJ,PJ02,PJ0226,B,23,Airport Police & Fire Officer 6,33-3051,EEO4-Protective Service Workers - Sworn,4,3850,P7839
PJ,PJ02,PJ0231,D,19,Fire Training Specialist,33-2011,EEO4-Protective Service Workers - Sworn,4,3740,P7860
PJ,PJ02,PJ0232,B,21,Fire Training Administrator,33-1021,EEO4-Protective Service Workers - Sworn,4,3720,P7861
PJ,PJ02,PJ0241,B,23,Deputy Fire Marshal 3,33-1021,EEO4-Protective Service Workers - Sworn,4,3720,P7862
PJ,PJ02,PJ0243,B, 26 ,Assistant State Fire Marshal,33-1021,EEO4-Protective Service Workers - Sworn,4,3720,P7865
PJ,PJ02,PJ0250,B,19,Building Plans Examiner 1,47-4011,EEO4-Professionals,1,6660,P7866
PJ,PJ02,PJ0251,B,21,Building Plans Examiner 2,47-4011,EEO4-Professionals,1,6660,K0117
PJ,PJ02,PJ0260,B,21,TransAlaska Pipeline Fire Safety Specialist,33-2021,EEO4-Protective Service Workers - Sworn,4,3750,P7868
PJ,PJ02,PJ02A1,D,75,Deputy Fire Marshal 1,33-2021,EEO4-Protective Service Workers - Sworn,4,3750,
PJ,PJ02,PJ02A2,D,77,Deputy Fire Marshal 2,33-2021,EEO4-Protective Service Workers - Sworn,4,3750,P7864
PJ,PJ03,PJ0311,D,11,Correctional Officer 1,33-3012,EEO4-Protective Service Workers - Sworn,4,3800,P7646
PJ,PJ03,PJ0312,D,13,Correctional Officer 2,33-3012,EEO4-Protective Service Workers - Sworn,4,3800,P7653
PJ,PJ03,PJ0315,D,14,Correctional Officer 3,33-3012,EEO4-Protective Service Workers - Sworn,4,3800,K0169
PJ,PJ03,PJ0316,D,15,Correctional Officer 4,33-3012,EEO4-Protective Service Workers - Sworn,4,3800,K0170
PJ,PJ03,PJ0317,D,18,Correctional Supervisor,33-1011,EEO4-Protective Service Workers - Sworn,4,3700,K0171
PJ,PJ03,PJ0324,B,19,Correctional Superintendent 1,11-1021,EEO4-Officials & Administrators,1,20,K0177
PJ,PJ03,PJ0325,B,21,Correctional Superintendent 2,11-1021,EEO4-Officials & Administrators,1,20,K0178
PJ,PJ03,PJ0326,B,22,Correctional Superintendent 3,11-1021,EEO4-Officials & Administrators,1,20,K0179
PJ,PJ03,PJ0345,D,18,Juvenile Justice Unit Supervisor,33-1011,EEO4-Protective Service Workers - Sworn,5,3700,P7614
PJ,PJ03,PJ0351,B,20,Juvenile Justice Superintendent 1,33-1011,EEO4-Professionals,4,3700,P7631
PJ,PJ03,PJ0352,B,21,Juvenile Justice Superintendent 2,33-1011,EEO4-Professionals,4,3700,P7632
PJ,PJ03,PJ0353,B,22,Juvenile Justice Superintendent 3,33-1011,EEO4-Professionals,4,3700,P7633
PJ,PJ03,PJ0360,B,18,Chief Time Accounting Officer,13-1111,EEO4-Professionals,2,710,P1956
PJ,PJ03,PJ0388,B,16,Correctional Industries Production Manager 1,11-3051,EEO4-Professionals,1,140,P7665
PJ,PJ03,PJ03A1,D,12,Juvenile Justice Counselor 1,33-3012,EEO4-Protective Service Workers - Nonsworn,5,3801,P7611
PJ,PJ03,PJ03A2,D,14,Juvenile Justice Counselor 2,33-3012,EEO4-Protective Service Workers - Nonsworn,4,3801,P7612
PJ,PJ03,PJ03A3,D,16,Juvenile Justice Counselor 3,33-3012,EEO4-Protective Service Workers - Nonsworn,4,3801,P7613
PJ,PJ04,PJ0421,D,13,"Adult Probation Officer 1, Alcohol Safety Action Program (ASAP)",21-1092,EEO4-Professionals,2,2015,P4348
PJ,PJ04,PJ0422,D,16,"Adult Probation Officer 2, Alcohol Safety Action Program (ASAP)",21-1092,EEO4-Professionals,2,2015,P4349
PJ,PJ04,PJ0451,D,14,Juvenile Probation Officer 1,21-1092,EEO4-Professionals,2,2015,P4356
PJ,PJ04,PJ0452,D,16,Juvenile Probation Officer 2,21-1092,EEO4-Professionals,2,2015,P4357
PJ,PJ04,PJ0453,D,18,Juvenile Probation Officer 3,21-1092,EEO4-Professionals,2,2015,P4358
PJ,PJ04,PJ0454,B,20,Juvenile Probation Officer 4,21-1092,EEO4-Professionals,2,2015,P4359
PJ,PJ04,PJ0455,B,22,Juvenile Probation Officer 5,33-1011,EEO4-Professionals,4,3700,
PJ,PJ04,PJ0490,B,23,"Executive Director, Alaska Board of Parole",11-9151,EEO4-Officials & Administrators,1,420,P4355
PJ,PJ04,PJ04A1,B,15,Adult Probation Officer 1,21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04A2,B,17,Adult Probation Officer 2A,21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04A3,B,18,Adult Probation Officer 2B,21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04A4,B,20,Adult Probation Officer 3,21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04B1,B,15,Pretrial Services Officer 1,21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04B2,B,18,Pretrial Services Officer 2,21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04B3,B,20,Pretrial Services Officer 3,21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04C1,B,21,"Pretrial, Probation and Parole Administrator 1",21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04C2,B,23,"Pretrial, Probation and Parole Administrator 2",21-1092,EEO4-Professionals,2,2015,
PJ,PJ04,PJ04C3,B,25,"Pretrial, Probation and Parole Administrator 3",21-1092,EEO4-Professionals,2,2015,
PK,PK01,PK0111,B,17,Hydrologist 1,19-2043,EEO4-Professionals,2,1740,P8326
PK,PK01,PK0112,B,19,Hydrologist 2,19-2043,EEO4-Professionals,2,1740,P8327
PK,PK01,PK0113,B,21,Hydrologist 4,19-2043,EEO4-Professionals,2,1740,P8328
PK,PK01,PK0114,B,20,Hydrologist 3,19-2043,EEO4-Professionals,2,1740,K0122
PK,PK01,PK0121,B,14,Chemist 1,19-2031,EEO4-Professionals,2,1720,P8331
PK,PK01,PK0122,B,16,Chemist 2,19-2031,EEO4-Professionals,2,1720,P8332
PK,PK01,PK0123,B,18,Chemist 3,19-2031,EEO4-Professionals,2,1720,P8333
PK,PK01,PK0124,B,20,Chemist 4,19-2031,EEO4-Professionals,2,1720,P8334
PK,PK01,PK0125,B,22,Chemist 5,19-2031,EEO4-Professionals,2,1720,P8335
PK,PK01,PK0131,B,15,Geologist 1,19-2042,EEO4-Professionals,2,1740,P8340
PK,PK01,PK0132,B,17,Geologist 2,19-2042,EEO4-Professionals,2,1740,P8341
PK,PK01,PK0133,B,19,Geologist 3,19-2042,EEO4-Professionals,2,1740,P8342
PK,PK01,PK0134,B,21,Geologist 4,19-2042,EEO4-Professionals,2,1740,P8343
PK,PK01,PK0135,B,22,Geologist 5,19-2042,EEO4-Professionals,2,1740,P8344
PK,PK01,PK0137,B,22,Geological Scientist 1,19-2042,EEO4-Professionals,2,1740,K0014
PK,PK01,PK0138,B,24,Geological Scientist 2,19-2042,EEO4-Professionals,2,1740,K0015
PK,PK01,PK0141,B,16,Engineering Geologist 1,19-2042,EEO4-Professionals,2,1740,P8386
PK,PK01,PK0142,B,18,Engineering Geologist 2,19-2042,EEO4-Professionals,2,1740,P8387
PK,PK01,PK0143,B,20,Engineering Geologist 3,19-2042,EEO4-Professionals,2,1740,P8388
PK,PK01,PK0145,B,22,Regional Engineering Geologist,19-2042,EEO4-Professionals,2,1740,K0042
PK,PK01,PK0146,B,24,Chief Engineering Geologist,11-9121,EEO4-Professionals,1,360,K0047
PK,PK02,PK0201,A,13,Environmental Program Technician,19-4042,EEO4-Paraprofessionals,3,1965,P8511
PK,PK02,PK0211,B,14,Environmental Program Specialist 1,19-2041,EEO4-Professionals,2,1740,P8521
PK,PK02,PK0212,B,16,Environmental Program Specialist 2,19-2041,EEO4-Professionals,2,1740,P8522
PK,PK02,PK0213,B,18,Environmental Program Specialist 3,19-2041,EEO4-Professionals,2,1740,P8523
PK,PK02,PK0214,B,20,Environmental Program Specialist 4,19-2041,EEO4-Professionals,2,1740,P8524
PK,PK02,PK0221,B,21,Environmental Program Manager 1,11-9121,EEO4-Professionals,1,360,P8531
PK,PK02,PK0222,B,22,Environmental Program Manager 2,11-9121,EEO4-Professionals,1,360,P8532
PK,PK02,PK0223,B,23,Environmental Program Manager 3,11-9121,EEO4-Professionals,1,360,P8533
PK,PK02,PK0241,B,15,Environmental Impact Analyst 1,19-2041,EEO4-Professionals,2,1740,P8541
PK,PK02,PK0242,B,17,Environmental Impact Analyst 2,19-2041,EEO4-Professionals,2,1740,P8542
PK,PK02,PK0243,B,19,Environmental Impact Analyst 3,19-2041,EEO4-Professionals,2,1740,P8543
PK,PK02,PK0251,B,21,Environmental Impact Analysis Manager 1,11-9121,EEO4-Professionals,1,360,P8551
PK,PK02,PK0252,B,22,Environmental Impact Analysis Manager 2,11-9121,EEO4-Professionals,1,360,P8552
PK,PK03,PK0301,B,17,Engineering Assistant 1,17-2051,EEO4-Professionals,2,1360,P8910
PK,PK03,PK0302,B,19,Engineering Assistant 2,17-2051,EEO4-Professionals,2,1360,P8911
PK,PK03,PK0303,B,21,Engineering Assistant 3,17-2051,EEO4-Professionals,2,1360,P8912
PK,PK03,PK0305,B,21,Engineering Associate,17-2051,EEO4-Professionals,2,1360,P8925
PK,PK03,PK0331,B,17,"Engineering Assistant 1, DEC",17-2081,EEO4-Professionals,2,1420,P8654
PK,PK03,PK0332,B,19,"Engineering Assistant 2, DEC",17-2081,EEO4-Professionals,2,1420,P8655
PK,PK03,PK0333,B,21,"Engineering Associate 1, DEC",17-2081,EEO4-Professionals,2,1420,P8656
PK,PK03,PK0334,B,23,"Engineering Associate 2, DEC",17-2081,EEO4-Professionals,2,1420,P8659
PK,PK03,PK0341,B,17,Village Safe Water Engineering Assistant,17-2051,EEO4-Professionals,2,1360,P8660
PK,PK03,PK0342,B,21,Village Safe Water Engineering Associate,17-2051,EEO4-Professionals,2,1360,P8661
PK,PK03,PK0351,B,21,Communications Engineering Associate 1,17-2072,EEO4-Professionals,2,1410,P8673
PK,PK03,PK0352,B,23,Communications Engineering Associate 2,17-2072,EEO4-Professionals,2,1410,P8674
PK,PK03,PK0362,B,18,Utility Engineering Analyst 1,17-2199,EEO4-Professionals,2,1530,P8704
PK,PK03,PK0363,B,20,Utility Engineering Analyst 2,17-2199,EEO4-Professionals,2,1530,P8705
PK,PK03,PK0364,B,22,Utility Engineering Analyst 3,17-2199,EEO4-Professionals,2,1530,P8706
PK,PK03,PK0365,B,24,Utility Engineering Analyst 4,17-2199,EEO4-Professionals,2,1530,P8707
PK,PK04,PK0411,B,22,Engineer/Architect 1,17-2051,EEO4-Professionals,2,1360,P8913
PK,PK04,PK0412,B,23,Engineer/Architect 2,17-2051,EEO4-Professionals,2,1360,P8914
PK,PK04,PK0413,B,25,Engineer/Architect 3,17-2051,EEO4-Professionals,2,1360,P8915
PK,PK04,PK0414,B,26,Engineer/Architect 4,17-2051,EEO4-Professionals,2,1360,P8916
PK,PK04,PK0415,B,27,Engineer/Architect 5,17-2051,EEO4-Professionals,2,1360,P8918
PK,PK04,PK0435,B,22,"Engineer 1, DEC",17-2081,EEO4-Professionals,2,1420,P8657
PK,PK04,PK0436,B,23,"Engineer 2, DEC",17-2081,EEO4-Professionals,2,1420,P8658
PK,PK04,PK0443,B,22,Village Safe Water Engineer 1,17-2051,EEO4-Professionals,2,1360,P8662
PK,PK04,PK0444,B,23,Village Safe Water Engineer 2,17-2051,EEO4-Professionals,2,1360,P8663
PK,PK04,PK0445,B,24,Village Safe Water Engineer 3,17-2051,EEO4-Professionals,2,1360,P8664
PK,PK04,PK0453,B,24,Communications Engineer 1,17-2072,EEO4-Professionals,2,1410, P8675 
PK,PK04,PK0454,B,25,Communications Engineer 2,17-2072,EEO4-Professionals,2,1410,P8676
PK,PK04,PK0471,B,24,Technical Engineer 1 / Architect 1,17-2051,EEO4-Professionals,2,1360,P8920
PK,PK04,PK0472,B,25,Technical Engineer 2 / Architect 2,17-2051,EEO4-Professionals,2,1360,P8921
PK,PK05,PK0503,B,19,Architectural Assistant,17-1011,EEO4-Professionals,2,1300,P8434
PK,PK06,PK0611,B,21,Vessel Construction Manager 1,17-2121,EEO4-Professionals,2,1440,P8683
PK,PK06,PK0612,B,22,Vessel Construction Manager 2,17-2121,EEO4-Professionals,2,1440,P8684
PK,PK06,PK0613,B,24,Vessel Construction Manager 3,17-2121,EEO4-Professionals,2,1440,P8685
PK,PK07,PK0707,A,14,Land Survey Technician,17-3031,EEO4-Paraprofessionals,3,1560,K0060
PK,PK07,PK0708,B,18,Land Survey Specialist 1,17-1022,EEO4-Professionals,2,1310,P8833
PK,PK07,PK0709,B,20,Land Survey Specialist 2,17-1022,EEO4-Professionals,2,1310,K0061
PK,PK07,PK0711,B,21,Land Surveyor 1,17-1022,EEO4-Professionals,2,1310,P8835
PK,PK07,PK0712,B,22,Land Surveyor 2,17-1022,EEO4-Professionals,2,1310,P8836
PK,PK07,PK0714,B,23,Land Survey Manager 1,17-1022,EEO4-Professionals,2,1310,K0062
PK,PK07,PK0715,B,24,Land Survey Manager 2,17-1022,EEO4-Professionals,2,1310,K0063
PK,PK07,PK0741,C,58,"Survey, Sub-Journey 1",17-3031,EEO4-Technicians,3,1560,P9591
PK,PK07,PK0742,C,56,"Survey, Sub-Journey 2",17-3031,EEO4-Technicians,3,1560,P9591
PK,PK07,PK0743,C,54,"Survey, Journey",17-3031,EEO4-Technicians,3,1560,P9591
PK,PK07,PK0744,C,53,"Survey, Lead",17-3031,EEO4-Technicians,3,1560,P9591
PK,PK08,PK0801,A,10,Drafting Technician 1,17-3011,EEO4-Technicians,3,1540,P8423
PK,PK08,PK0802,A,13,Drafting Technician 2,17-3011,EEO4-Technicians,3,1540,P8424
PK,PK08,PK0803,A,15,Drafting Technician 3,17-3011,EEO4-Technicians,3,1540,P8425
PL,PL01,PL0111,C,61,"Food Service, Sub-Journey",35-3023,EEO4-Service/Maintenance,8,4030,P9101
PL,PL01,PL0112,C,57,"Food Service, Journey",35-3023,EEO4-Skilled Craft Workers,8,4030,P9101
PL,PL01,PL0113,C,56,"Food Service, Lead",35-3023,EEO4-Skilled Craft Workers,8,4030,P9101
PL,PL01,PL0114,C,53,"Food Service, Foreman",35-3023,EEO4-Service/Maintenance,8,4030,P9101
PL,PL01,PL0115,C,16,Food Service Supervisor,35-2012,EEO4-Service/Maintenance,8,4020,P9104
PL,PL01,PL0121,C,61,"Environmental Services, Journey 1",37-2011,EEO4-Service/Maintenance,8,4220,P9171
PL,PL01,PL0122,C,60,"Environmental Services, Journey 2",37-2011,EEO4-Service/Maintenance,8,4220,P9171
PL,PL01,PL0123,C,58,"Environmental Services, Lead",37-2011,EEO4-Service/Maintenance,8,4220,P9171
PL,PL01,PL0124,C,57,"Environmental Services, Foreman",37-2011,EEO4-Service/Maintenance,8,4220,P9171
PL,PL01,PL0125,C,16,Custodial Services Supervisor,37-1011,EEO4-Service/Maintenance,8,4200,P9189
PL,PL02,PL0211,C,56,"Mechanic, Automotive, Sub-Journey",49-3023,EEO4-Skilled Craft Workers,7,7200,P9331
PL,PL02,PL0212,C,54,"Mechanic, Automotive, Journey",49-3023,EEO4-Skilled Craft Workers,7,7200,P9331
PL,PL02,PL0213,C,53,"Mechanic, Automotive, Advanced Journey/Lead",49-3023,EEO4-Skilled Craft Workers,7,7200,P9331
PL,PL02,PL0214,C,52,"Mechanic, Automotive, Foreman 1",49-3023,EEO4-Skilled Craft Workers,7,7200,P9331
PL,PL02,PL0215,C,51,"Mechanic, Automotive, Foreman 2",49-3023,EEO4-Skilled Craft Workers,7,7200,P9331
PL,PL02,PL0216,C,52,"Mechanic, Rural ARFF, Advanced Journey",49-3023,EEO4-Skilled Craft Workers,7,7200,P9332
PL,PL02,PL0221,C,56,"Mechanic, Aircraft, Sub-Journey",49-3011,EEO4-Skilled Craft Workers,7,7140,P9336
PL,PL02,PL0222,C,54,"Mechanic, Aircraft, Journey",49-3011,EEO4-Skilled Craft Workers,7,7140,P9336
PL,PL02,PL0223,C,53,"Mechanic, Aircraft, Advanced Journey/Lead",49-3011,EEO4-Skilled Craft Workers,7,7140,P9336
PL,PL02,PL0224,C,52,"Mechanic, Aircraft, Foreman 1",49-3011,EEO4-Skilled Craft Workers,7,7140,P9336
PL,PL02,PL0225,C,51,"Mechanic, Aircraft, Foreman 2",49-3011,EEO4-Skilled Craft Workers,7,7140,P9336
PL,PL02,PL0240,C,19,Aircraft Maintenance Inspector,53-6051,EEO4-Service/Maintenance,8,9410,P9636
PL,PL02,PL0262,C,16,Vessel Technician,53-5031,EEO4-Service/Maintenance,8,9300,P9665
PL,PL03,PL0301,C,58,"Equipment Operator, Sub-Journey 1",47-2073,EEO4-Skilled Craft Workers,7,6320,P9511
PL,PL03,PL0302,C,56,"Equipment Operator, Sub-Journey 2",47-2073,EEO4-Skilled Craft Workers,7,6320,P9511
PL,PL03,PL0303,C,54,"Equipment Operator, Journey 1",47-2073,EEO4-Skilled Craft Workers,7,6320,P9511
PL,PL03,PL0304,C,53,"Equipment Operator, Journey 2",47-2073,EEO4-Skilled Craft Workers,7,6320,P9511
PL,PL03,PL0305,C,52,"Equipment Operator, Lead/Journey 3",47-2073,EEO4-Skilled Craft Workers,7,6320,P9511
PL,PL03,PL0306,C,51,Equipment Operator Foreman 1,47-2073,EEO4-Skilled Craft Workers,7,6320,P9516
PL,PL03,PL0307,C,50,Equipment Operator Foreman 2,47-2073,EEO4-Skilled Craft Workers,7,6320,P9517
PL,PL03,PL0311,C,49,Rural Airport Foreman,47-2073,EEO4-Skilled Craft Workers,7,6320,P9518
PL,PL03,PL0312,C,49,International Airport Foreman,47-2073,EEO4-Skilled Craft Workers,7,6320,P9519
PL,PL04,PL0401,C,58,"Maintenance Generalist, Sub-Journey 1",47-4099,EEO4-Skilled Craft Workers,7,6765,P9311
PL,PL04,PL0402,C,56,"Maintenance Generalist, Sub-Journey 2",47-4099,EEO4-Skilled Craft Workers,7,6765,P9311
PL,PL04,PL0403,C,54,"Maintenance Generalist, Journey",47-4099,EEO4-Skilled Craft Workers,7,6765,P9311
PL,PL04,PL0404,C,53,"Maintenance Generalist, Lead",47-4099,EEO4-Skilled Craft Workers,7,6465,P9311
PL,PL04,PL0405,C,52,"Maintenance Generalist, Foreman",47-4099,EEO4-Skilled Craft Workers,7,6765,P9311
PL,PL04,PL0411,C,53,"Maintenance Specialist, Bldg/Facility/Const, Journey 1",47-4099,EEO4-Skilled Craft Workers,7,6765,P9323
PL,PL04,PL0412,C,51,"Maintenance Specialist, Bldg/Facility/Const, Journey 2/Lead",47-4099,EEO4-Skilled Craft Workers,7,6765,P9323
PL,PL04,PL0413,C,50,"Maintenance Specialist, Bldg/Facility/Const, Foreman",47-4099,EEO4-Skilled Craft Workers,7,6765,P9323
PL,PL04,PL0421,C,53,"Maintenance Specialist, Electronics, Journey 1",47-2111,EEO4-Skilled Craft Workers,7,6355,P9324
PL,PL04,PL0422,C,51,"Maintenance Specialist, Electronics, Journey 2/Lead",47-2111,EEO4-Skilled Craft Workers,7,6355,P9324
